USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
qsy         3337  0.6  0.0  11192  6608 ?        S    14:46   0:24 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus_0
qsy         3361  0.3  0.1 236168  7696 ?        Sl   14:46   0:13 /usr/libexec/at-spi2-registryd --use-gnome-session
qsy         3376  0.0  0.1 418776 13168 ?        Sl   14:46   0:00 /usr/libexec/csd-printer
qsy         3393  0.0  0.1 465752 11016 ?        Ssl  14:46   0:00 /usr/libexec/gvfs-udisks2-volume-monitor
colord      3398  0.0  0.1 322964 12912 ?        Ssl  14:46   0:00 /usr/libexec/colord
qsy         3407  0.0  0.0 313428  7048 ?        Ssl  14:46   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
qsy         3414  0.0  0.1 391916  8172 ?        Ssl  14:46   0:00 /usr/libexec/gvfs-afc-volume-monitor
qsy         3424  0.0  0.0 312308  6884 ?        Ssl  14:46   0:00 /usr/libexec/gvfs-goa-volume-monitor
qsy         3433  0.0  0.2 548964 21584 ?        Sl   14:46   0:00 /usr/libexec/goa-daemon
qsy         3442  0.0  0.1 391660  8916 ?        Sl   14:46   0:00 /usr/libexec/goa-identity-service
qsy         3449  0.0  0.0 312460  6732 ?        Ssl  14:46   0:00 /usr/libexec/gvfs-mtp-volume-monitor
qsy         3455  0.0  0.2 470512 19736 ?        Sl   14:46   0:00 cinnamon-launcher
qsy         3505  6.5  2.1 5362312 160584 ?      Sl   14:46   4:14 cinnamon --replace
qsy         3572  0.0  0.2 454160 20792 ?        Sl   14:46   0:00 /usr/lib/x86_64-linux-gnu/xapps/xapp-sn-watcher
qsy         3595  0.0  0.3 633276 28892 ?        Sl   14:46   0:01 /usr/bin/python3 /usr/bin/blueman-applet
qsy         3600  0.1  0.8 1191344 65332 ?       Sl   14:46   0:06 /usr/bin/nemo-desktop
qsy         3601  0.0  0.0 312796  5984 ?        Sl   14:46   0:00 /usr/libexec/geoclue-2.0/demos/agent
qsy         3603  0.0  0.2 394960 19616 ?        Sl   14:46   0:00 cinnamon-killer-daemon
qsy         3612  0.0  0.5 825468 44244 ?        Sl   14:46   0:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
qsy         3671  0.0  0.5 1277984 40968 ?       Ssl  14:46   0:00 /usr/libexec/evolution-source-registry
qsy         3672  0.0  0.1 538244  8856 ?        Sl   14:46   0:00 /usr/libexec/gvfsd-trash --spawner :1.15 /org/gtk/gvfs/exec_spaw/0
qsy         3697  0.0  0.1  49080  7588 ?        Ss   14:46   0:00 /usr/libexec/bluetooth/obexd
qsy         3699  0.1  0.2 396744 22192 ?        Sl   14:46   0:05 /usr/bin/python3 /usr/bin/blueman-tray
qsy         3704  0.0  0.3 1434256 22964 ?       Ssl  14:46   0:00 /usr/libexec/evolution-calendar-factory
qsy         3749  0.0  0.3 836372 26496 ?        Ssl  14:46   0:00 /usr/libexec/evolution-addressbook-factory
qsy         3802  0.0  0.0 239264  6904 ?        Ssl  14:46   0:00 /usr/libexec/gvfsd-metadata
qsy         4447  0.0  0.2  65956 16864 ?        S    14:47   0:00 /usr/bin/python3 /usr/share/system-config-printer/applet.py
qsy         5026  0.8  0.4 493512 32724 ?        Sl   14:47   0:33 mintreport-tray
qsy         5166  0.2  2.4 1005308 184144 ?      Sl   14:47   0:08 mintUpdate
qsy         5326  0.0  0.2 566848 17244 ?        Ssl  14:47   0:00 /usr/libexec/xdg-desktop-portal
qsy         5336  0.0  0.0 311848  6332 ?        Ssl  14:47   0:00 /usr/libexec/xdg-permission-store
qsy         5344  0.0  0.1 539304  7536 ?        Ssl  14:47   0:00 /usr/libexec/xdg-document-portal
root        5352  0.0  0.0   2712  2052 ?        Ss   14:47   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
qsy         5355  0.0  0.3 453176 23228 ?        Ssl  14:47   0:00 /usr/libexec/xdg-desktop-portal-xapp
qsy         5378  0.0  0.3 453272 23824 ?        Ssl  14:47   0:01 /usr/libexec/xdg-desktop-portal-gtk
root        6040  0.0  0.0   1156   548 ?        S    14:48   0:00 /usr/sbin/tpmdaemon -f /var/log/tpmd.log -l DEBUG
qsy         6362  3.8  1.1 1611780 88748 ?       Sl   14:48   2:24 /usr/bin/rhythmbox
qsy         7044 12.7  7.3 12708288 550656 ?     Sl   14:48   7:59 /usr/share/librewolf/librewolf
qsy         7129  0.0  0.6 393056 45544 ?        Sl   14:48   0:01 /usr/share/librewolf/librewolf -contentproc -parentBuildID 20260310225550 -prefsHandle 0:32602 -prefMapHandle 1:280507 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {b6f37d26-ebf9-4213-9559-f7e808341efc} -parentPid 7044 -appDir /usr/share/librewolf/browser 1 socket
qsy         7186  0.0  0.5 578908 37540 ?        S    14:48   0:00 /usr/share/librewolf/librewolf -contentproc -ipcHandle 0 -signalPipe 1 -initialChannelId {c6198a65-8f88-4578-b09a-598de63d75db} -parentPid 7044 -greomni /usr/share/librewolf/omni.ja -appomni /usr/share/librewolf/browser/omni.ja -appDir /usr/share/librewolf/browser 2 forkserver
qsy         7203  0.1  1.8 2795148 137664 ?      Sl   14:48   0:04 /usr/share/librewolf/librewolf -contentproc -isForBrowser -prefsHandle 0:32756 -prefMapHandle 1:280507 -jsInitHandle 2:227672 -parentBuildID 20260310225550 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {9b43816d-4ba3-47b2-90ab-cbaa1415e885} -parentPid 7044 -greomni /usr/share/librewolf/omni.ja -appomni /usr/share/librewolf/browser/omni.ja -appDir /usr/share/librewolf/browser 3 tab
qsy         7212  0.0  0.4 759772 32152 ?        Sl   14:48   0:00 /usr/share/librewolf/librewolf -contentproc -parentBuildID 20260310225550 -prefsHandle 0:32756 -prefMapHandle 1:280507 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {afce9d61-d633-4d74-bcfe-e3454a9be977} -parentPid 7044 -appDir /usr/share/librewolf/browser 4 rdd
qsy         7276  0.3  2.1 19784188 158688 ?     Sl   14:48   0:12 /usr/share/librewolf/librewolf -contentproc -isForBrowser -prefsHandle 0:42665 -prefMapHandle 1:280507 -jsInitHandle 2:227672 -parentBuildID 20260310225550 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {3622bdef-9453-49d8-b77b-cb74b281abc8} -parentPid 7044 -greomni /usr/share/librewolf/omni.ja -appomni /usr/share/librewolf/browser/omni.ja -appDir /usr/share/librewolf/browser 5 tab
qsy         7321  0.0  0.4 761820 37116 ?        Sl   14:48   0:00 /usr/share/librewolf/librewolf -contentproc -parentBuildID 20260310225550 -sandboxingKind 0 -prefsHandle 0:42596 -prefMapHandle 1:280507 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {7d312fd8-4a35-403c-a84f-2b09d53d8728} -parentPid 7044 -appDir /usr/share/librewolf/browser 6 utility
qsy         7328  8.6  6.3 3402460 475660 ?      Sl   14:48   5:23 /usr/share/librewolf/librewolf -contentproc -isForBrowser -prefsHandle 0:39257 -prefMapHandle 1:280507 -jsInitHandle 2:227672 -parentBuildID 20260310225550 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {e4930c0c-3b78-4d80-b99f-34d64f6b33f9} -parentPid 7044 -greomni /usr/share/librewolf/omni.ja -appomni /usr/share/librewolf/browser/omni.ja -appDir /usr/share/librewolf/browser 7 tab
qsy         7466  0.0  1.6 2765548 123540 ?      Sl   14:48   0:03 /usr/share/librewolf/librewolf -contentproc -isForBrowser -prefsHandle 0:39257 -prefMapHandle 1:280507 -jsInitHandle 2:227672 -parentBuildID 20260310225550 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {c0828df7-9baf-4245-9e4b-f97165e0200e} -parentPid 7044 -greomni /usr/share/librewolf/omni.ja -appomni /usr/share/librewolf/browser/omni.ja -appDir /usr/share/librewolf/browser 10 tab
root        8111  0.0  0.1 1551688 8368 ?        Sl   14:49   0:00 /opt/TheftDeterrentclient/client/Theft_Deterrent_agent
root        8239  0.0  0.0      0     0 ?        I    14:49   0:00 [kworker/11:3-events]
qsy         9206  0.5  2.8 2902164 214216 ?      Sl   14:51   0:20 /usr/share/librewolf/librewolf -contentproc -isForBrowser -prefsHandle 0:39257 -prefMapHandle 1:280507 -jsInitHandle 2:227672 -parentBuildID 20260310225550 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {103edb37-a7ed-4a1a-81e2-24c8ac64d097} -parentPid 7044 -greomni /usr/share/librewolf/omni.ja -appomni /usr/share/librewolf/browser/omni.ja -appDir /usr/share/librewolf/browser 12 tab
qsy         9349  1.3  5.8 3310844 438160 ?      Sl   14:51   0:49 /usr/share/librewolf/librewolf -contentproc -isForBrowser -prefsHandle 0:39257 -prefMapHandle 1:280507 -jsInitHandle 2:227672 -parentBuildID 20260310225550 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {e57ef112-9d10-4194-b453-201d5a5fb522} -parentPid 7044 -greomni /usr/share/librewolf/omni.ja -appomni /usr/share/librewolf/browser/omni.ja -appDir /usr/share/librewolf/browser 13 tab
qsy         9460  0.8  0.6 552576 51160 ?        Ssl  14:51   0:30 /usr/libexec/gnome-terminal-server
root       10167  0.0  0.0      0     0 ?        I    14:52   0:00 [kworker/4:0-events]
qsy        11525  5.1  5.2 3149684 395596 ?      Sl   14:54   2:54 /usr/share/librewolf/librewolf -contentproc -isForBrowser -prefsHandle 0:39257 -prefMapHandle 1:280507 -jsInitHandle 2:227672 -parentBuildID 20260310225550 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {c1719bbe-50df-4d23-a9cd-4a5f7f4657df} -parentPid 7044 -greomni /usr/share/librewolf/omni.ja -appomni /usr/share/librewolf/browser/omni.ja -appDir /usr/share/librewolf/browser 17 tab
root       11742  0.0  0.0      0     0 ?        I    14:55   0:00 [kworker/5:0-events]
root       11987  0.0  0.0      0     0 ?        I    14:55   0:00 [kworker/7:4-mm_percpu_wq]
root       11993  0.0  0.0      0     0 ?        I    14:55   0:00 [kworker/10:6-events]
root       11999  0.0  0.0      0     0 ?        I    14:55   0:00 [kworker/3:5-mm_percpu_wq]
qsy        12006  0.4  2.8 2929268 212524 ?      Sl   14:55   0:16 /usr/share/librewolf/librewolf -contentproc -isForBrowser -prefsHandle 0:39257 -prefMapHandle 1:280507 -jsInitHandle 2:227672 -parentBuildID 20260310225550 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {037d00e9-4bb2-4a13-80d4-3bc9c87e8da6} -parentPid 7044 -greomni /usr/share/librewolf/omni.ja -appomni /usr/share/librewolf/browser/omni.ja -appDir /usr/share/librewolf/browser 18 tab
qsy        12173  0.0  0.9 2731560 69560 ?       Sl   14:55   0:02 /usr/share/librewolf/librewolf -contentproc -isForBrowser -prefsHandle 0:39257 -prefMapHandle 1:280507 -jsInitHandle 2:227672 -parentBuildID 20260310225550 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {a64011cc-a0a5-41f5-a77d-44cb003a84ee} -parentPid 7044 -greomni /usr/share/librewolf/omni.ja -appomni /usr/share/librewolf/browser/omni.ja -appDir /usr/share/librewolf/browser 19 tab
qsy        12310  0.0  0.9 2731560 69560 ?       Sl   14:56   0:02 /usr/share/librewolf/librewolf -contentproc -isForBrowser -prefsHandle 0:39257 -prefMapHandle 1:280507 -jsInitHandle 2:227672 -parentBuildID 20260310225550 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {2c582ddb-c8a9-40d1-b8df-6292b535cce9} -parentPid 7044 -greomni /usr/share/librewolf/omni.ja -appomni /usr/share/librewolf/browser/omni.ja -appDir /usr/share/librewolf/browser 20 tab
root       14944  0.3  0.6 2533536 48944 ?       Ssl  14:59   0:11 /usr/bin/containerd
root       15500  0.0  0.2 487684 21672 ?        Ssl  14:59   0:01 /usr/sbin/NetworkManager --no-daemon
qsy        15977  0.0  0.1  20940 12992 pts/6    Ss   14:59   0:00 bash
root       16771  0.0  0.0      0     0 ?        S    14:59   0:00 [psimon]
qsy        16839  0.0  0.1  20940 13052 pts/7    Ss+  14:59   0:00 bash
qsy        17104  0.0  0.1  20940 13004 pts/8    Ss   14:59   0:00 bash
root       24848  0.0  0.0      0     0 ?        I<   14:59   0:00 [kworker/R-xfsalloc]
root       24849  0.0  0.0      0     0 ?        I<   14:59   0:00 [kworker/R-xfs_mru_cache]
root       24854  0.0  0.0      0     0 ?        S    14:59   0:00 [jfsIO]
root       24855  0.0  0.0      0     0 ?        S    14:59   0:00 [jfsCommit]
root       24856  0.0  0.0      0     0 ?        S    14:59   0:00 [jfsCommit]
root       24857  0.0  0.0      0     0 ?        S    14:59   0:00 [jfsCommit]
root       24858  0.0  0.0      0     0 ?        S    14:59   0:00 [jfsCommit]
root       24859  0.0  0.0      0     0 ?        S    14:59   0:00 [jfsCommit]
root       24860  0.0  0.0      0     0 ?        S    14:59   0:00 [jfsCommit]
root       24861  0.0  0.0      0     0 ?        S    14:59   0:00 [jfsCommit]
root       24862  0.0  0.0      0     0 ?        S    14:59   0:00 [jfsCommit]
root       24863  0.0  0.0      0     0 ?        S    14:59   0:00 [jfsCommit]
root       24864  0.0  0.0      0     0 ?        S    14:59   0:00 [jfsCommit]
root       24865  0.0  0.0      0     0 ?        S    14:59   0:00 [jfsCommit]
root       24866  0.0  0.0      0     0 ?        S    14:59   0:00 [jfsCommit]
root       24867  0.0  0.0      0     0 ?        S    14:59   0:00 [jfsSync]
root       27358  0.0  0.0      0     0 ?        I    15:04   0:00 [kworker/11:0-events]
qsy        27436  0.0  0.0  12832  3136 pts/6    S+   15:05   0:00 ping google.com
qsy        27644  0.0  0.0  12808  3100 pts/8    S+   15:05   0:00 ping localhost
qsy        27655  0.0  0.1  20940 13144 pts/0    Ss   15:05   0:00 bash
root       28302  0.3  0.0      0     0 ?        I    15:06   0:08 [kworker/u48:1-gfx]
root       29668  0.0  0.0      0     0 ?        I    15:09   0:00 [kworker/0:2-events]
qsy        30881  0.0  0.1 464900  9356 ?        Sl   15:12   0:00 /usr/libexec/gvfsd-network --spawner :1.15 /org/gtk/gvfs/exec_spaw/1
qsy        30890  0.0  0.1 393084  9524 ?        Sl   15:12   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.15 /org/gtk/gvfs/exec_spaw/2
root       31412  0.0  0.0      0     0 ?        I    15:14   0:00 [kworker/9:2-events]
root       31972  0.0  0.0      0     0 ?        I    15:14   0:00 [kworker/3:0-events]
qsy        32278  0.0  0.9 2731560 69620 ?       Sl   15:15   0:01 /usr/share/librewolf/librewolf -contentproc -isForBrowser -prefsHandle 0:39257 -prefMapHandle 1:280507 -jsInitHandle 2:227672 -parentBuildID 20260310225550 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {1d0ad290-9eb9-4aa3-85a2-7c01394a9f1b} -parentPid 7044 -greomni /usr/share/librewolf/omni.ja -appomni /usr/share/librewolf/browser/omni.ja -appDir /usr/share/librewolf/browser 21 tab
root       33088  0.0  0.0      0     0 ?        I<   15:17   0:01 [kworker/u49:8-ttm]
root       33089  0.0  0.0      0     0 ?        I<   15:17   0:01 [kworker/u49:9-ttm]
root       34690  0.0  0.0      0     0 ?        I    15:21   0:00 [kworker/5:1]
root       36151  0.1  0.0      0     0 ?        I<   15:25   0:01 [kworker/u49:5-ttm]
root       36152  0.0  0.0      0     0 ?        I<   15:25   0:01 [kworker/u49:6-ttm]
root       36178  0.0  0.4 484580 34988 ?        Ssl  15:25   0:00 /usr/libexec/fwupd/fwupd
root       38026  0.4  0.0      0     0 ?        I    15:28   0:05 [kworker/u48:3-gfx]
root       38027  0.4  0.0      0     0 ?        I    15:28   0:05 [kworker/u48:5-gfx]
qsy        39885  0.4  0.7 845476 59552 ?        Sl   15:32   0:05 /usr/bin/gnome-screenshot --gapplication-service
root       40629  0.0  0.0      0     0 ?        I    15:34   0:00 [kworker/2:1-events]
root       41193  0.0  0.0      0     0 ?        I    15:36   0:00 [kworker/9:1-events]
root       41751  0.0  0.0      0     0 ?        I    15:37   0:00 [kworker/6:1-mm_percpu_wq]
root       42262  0.0  0.0      0     0 ?        I<   15:38   0:00 [kworker/u49:1-ttm]
root       42818  0.0  0.0      0     0 ?        I    15:40   0:00 [kworker/8:1-events]
root       42849  0.0  0.0      0     0 ?        I    15:40   0:00 [kworker/4:2]
root       42860  0.2  0.0      0     0 ?        I    15:40   0:01 [kworker/u48:2-flush-8:0]
root       42971  0.0  0.0      0     0 ?        I    15:40   0:00 [kworker/7:0-cgroup_free]
root       43842  0.0  0.0      0     0 ?        I    15:42   0:00 [kworker/0:0-cgroup_free]
root       43844  0.0  0.0      0     0 ?        I    15:42   0:00 [kworker/10:0-events]
root       44415  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/2:2-events]
root       44731  0.0  0.0      0     0 ?        I<   15:44   0:00 [kworker/u49:2-hci0]
root       44874  0.0  0.0      0     0 ?        I<   15:44   0:00 [kworker/u49:3-ttm]
root       45441  0.0  0.0      0     0 ?        I    15:45   0:00 [kworker/1:0]
root       46022  0.0  0.0      0     0 ?        I    15:47   0:00 [kworker/8:0-events]
root       46036  0.0  0.0      0     0 ?        I    15:47   0:00 [kworker/10:1]
root       46047  0.0  0.0      0     0 ?        I    15:47   0:00 [kworker/u48:0-ext4-rsv-conversion]
root       46048  0.0  0.0      0     0 ?        I    15:47   0:00 [kworker/u48:6]
root       46089  0.0  0.0      0     0 ?        I    15:47   0:00 [kworker/4:1-events]
root       46757  0.0  0.0      0     0 ?        I    15:48   0:00 [kworker/8:3-events]
root       46976  0.0  0.0      0     0 ?        I    15:49   0:00 [kworker/7:1]
root       47538  0.0  0.0      0     0 ?        I    15:51   0:00 [kworker/3:1-events]
root       47558  0.0  0.0      0     0 ?        I    15:51   0:00 [kworker/6:0]
root       47589  0.4  0.1 1235356 11276 ?       Sl   15:51   0:00 /usr/bin/containerd-shim-runc-v2 -namespace moby -id d7b6173a27fbd7196d68a71d3b231421e4a9a722d67de5421da788ceca3d8330 -address /run/containerd/containerd.sock
1001       47613  0.4  0.0    232    76 ?        Ss   15:51   0:00 dumb-init -- node dist/main.js
root       47664  0.0  0.0 1673004 4908 ?        Sl   15:51   0:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 8000 -container-ip 172.19.0.2 -container-port 8000 -use-listen-fd
root       47671  0.0  0.0 1746992 4996 ?        Sl   15:51   0:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 8000 -container-ip 172.19.0.2 -container-port 8000 -use-listen-fd
1001       47685 29.3  1.8 11311736 137448 ?     Ssl  15:51   0:01 node dist/main.js
70         47743  0.0  0.1 175988  9696 ?        Ss   15:51   0:00 postgres: postgres vudip 172.19.0.2(37760) idle
qsy        47789  300  0.0  17816  5816 pts/0    R+   15:51   0:00 ps aux
